Player,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
Borja Mayoral,FW,Roma,23,1997,17.2,293,366,80.1,4926,687,157,187,84.0,91,111,82.0,36,45,80.0,3,1.7,+1.3,22,17,11,0,21
Gabriele Moncini,FW,Benevento,24,1996,4.0,52,85,61.2,761,126,29,47,61.7,17,24,70.8,3,6,50.0,0,0.1,-0.1,2,5,0,0,5
Ãlvaro Morata,FW,Juventus,27,1992,22.4,458,612,74.8,7744,1289,222,288,77.1,174,214,81.3,45,68,66.2,9,4.8,+4.2,40,30,25,4,49
Luis Muriel,FW,Atalanta,29,1991,16.0,510,724,70.4,8418,2226,268,315,85.1,180,246,73.2,48,113,42.5,7,4.7,+2.3,45,38,35,4,75
Vedat Muriqi,FW,Lazio,26,1994,9.2,177,251,70.5,2636,394,106,144,73.6,51,68,75.0,12,20,60.0,0,0.3,-0.3,5,12,5,0,19
Ilija Nestorovski,FW,Udinese,30,1990,7.8,148,197,75.1,2324,464,89,102,87.3,35,56,62.5,16,25,64.0,2,1.4,+0.6,14,12,4,1,12
Simeon Nwankwo,FW,Crotone,28,1992,32.7,545,704,77.4,8052,1108,306,366,83.6,176,227,77.5,31,46,67.4,2,1.8,+0.2,26,33,4,1,27
M'Bala Nzola,FW,Spezia,23,1996,21.1,410,482,85.1,6373,520,242,275,88.0,104,126,82.5,44,45,97.8,3,3.1,-0.1,21,14,6,0,11
Stefano Okaka,FW,Udinese,30,1989,16.5,249,306,81.4,3366,388,156,185,84.3,72,83,86.7,6,12,50.0,1,0.7,+0.3,9,7,8,0,13
Victor Osimhen,FW,Napoli,21,1998,17.5,176,251,70.1,2562,293,89,110,80.9,60,88,68.2,11,22,50.0,3,2.7,+0.3,23,3,3,1,10
Rodrigo Palacio,FW,Bologna,38,1982,27.8,740,979,75.6,11654,2341,408,478,85.4,243,319,76.2,61,103,59.2,5,4.1,+0.9,36,37,30,8,68
Leonardo Pavoletti,FW,Cagliari,31,1988,17.6,308,428,72.0,4291,489,183,245,74.7,78,108,72.2,23,34,67.6,3,0.4,+2.6,6,14,5,0,12
Graziano PellÃ¨,FW,Parma,35,1985,6.8,154,198,77.8,2221,386,96,115,83.5,41,55,74.5,11,12,91.7,2,1.9,+0.1,12,10,5,0,11
Andrea Petagna,FW,Napoli,25,1995,10.7,193,240,80.4,2910,412,113,134,84.3,57,69,82.6,15,18,83.3,3,2.0,+1.0,22,7,5,0,10
Roberto Piccoli,FW,Spezia,19,2001,7.8,97,143,67.8,1142,103,70,92,76.1,18,31,58.1,2,4,50.0,0,0.5,-0.5,3,2,2,0,3
Andrea Pinamonti,FW,Inter,21,1999,1.9,38,54,70.4,456,87,28,35,80.0,8,10,80.0,1,3,33.3,0,0.1,-0.1,2,2,1,0,4
Matteo Politano,FW,Napoli,26,1993,21.2,656,865,75.8,11009,2847,348,405,85.9,226,279,81.0,67,135,49.6,4,3.1,+0.9,37,31,28,5,69
Ignacio Pussetto,FW,Udinese,24,1995,8.4,128,193,66.3,1979,515,66,88,75.0,43,71,60.6,11,19,57.9,1,0.8,+0.2,6,5,5,1,12
Fabio Quagliarella,FW,Sampdoria,37,1983,24.5,366,538,68.0,6032,1202,184,237,77.6,117,163,71.8,40,71,56.3,1,1.5,-0.5,18,28,11,1,29
Simone Rabbi,FW,Bologna,18,2001,0.4,7,10,70.0,114,61,3,3,100.0,4,5,80.0,0,0,,1,0.0,+1.0,0,0,1,0,2
Antonio Raimondo,FW,Bologna,16,2004,0.0,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0
Ante RebiÄ‡,FW,Milan,26,1993,19.7,307,483,63.6,4613,1302,170,233,73.0,87,141,61.7,26,49,53.1,4,5.3,-1.3,34,18,32,9,46
Franck RibÃ©ry,FW,Fiorentina,37,1983,23.9,772,894,86.4,13430,2849,382,420,91.0,290,326,89.0,88,103,85.4,6,4.5,+1.5,31,77,35,2,92
Federico Ricci,FW,Sassuolo,26,1994,0.0,4,4,100.0,61,10,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
Cristiano Ronaldo,FW,Juventus,35,1985,31.1,853,1086,78.5,12997,2825,485,575,84.3,289,357,81.0,55,87,63.2,2,2.8,-0.8,30,59,32,6,81
Alexis Saelemaekers,FW,Milan,21,1999,22.4,710,886,80.1,10209,2539,421,484,87.0,224,276,81.2,33,66,50.0,4,2.8,+1.2,31,42,21,7,63
Antonio Sanabria,FW,Torino,24,1996,10.9,206,270,76.3,3259,383,115,148,77.7,66,78,84.6,17,24,70.8,1,0.9,+0.1,9,10,7,1,11
Alexis SÃ¡nchez,FW,Inter,31,1988,12.7,414,529,78.3,7615,1964,199,240,82.9,130,168,77.4,75,99,75.8,5,5.9,-0.9,33,39,31,2,57
Federico Santander,FW,Bologna,29,1991,0.4,12,17,70.6,167,13,7,12,58.3,5,5,100.0,0,0,,1,0.3,+0.7,1,0,0,0,0
Riccardo Saponara,FW,Fiorentina,28,1991,0.6,38,42,90.5,590,96,23,25,92.0,12,13,92.3,3,4,75.0,0,0.1,-0.1,1,4,0,0,2
Gianluca Scamacca,FW,Genoa,21,1999,15.0,239,356,67.1,4010,506,135,179,75.4,66,106,62.3,27,42,64.3,2,1.7,+0.3,14,11,5,1,16
Eldor Shomurodov,FW,Genoa,25,1995,18.6,342,483,70.8,4738,866,214,270,79.3,93,133,69.9,14,27,51.9,1,2.0,-1.0,20,13,10,3,25
Luca Siligardi,FW,Parma,32,1988,0.4,15,22,68.2,244,19,9,12,75.0,5,5,100.0,1,4,25.0,0,0.0,0.0,1,0,0,0,0
Giovanni Simeone,FW,Cagliari,25,1995,19.3,253,343,73.8,3721,418,131,162,80.9,93,123,75.6,14,22,63.6,2,1.2,+0.8,11,8,3,1,9
Mattia Sprocati,FW,Parma,27,1993,0.2,5,5,100.0,85,7,2,2,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
Ernesto Torregrossa,FW,Sampdoria,28,1992,1.9,32,44,72.7,408,67,20,26,76.9,7,9,77.8,2,3,66.7,0,0.4,-0.4,3,1,1,0,1
Daniele Verde,FW,Spezia,24,1996,10.9,307,399,76.9,5767,1058,140,168,83.3,125,151,82.8,40,72,55.6,1,1.5,-0.5,10,9,11,2,25
Edoardo Vergani,FW,Bologna,19,2001,0.1,2,2,100.0,29,5,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,0
DuÅ¡an VlahoviÄ‡,FW,Fiorentina,20,2000,32.5,422,619,68.2,6416,710,252,330,76.4,119,189,63.0,32,49,65.3,3,2.8,+0.2,17,14,10,1,21
DuvÃ¡n Zapata,FW,Atalanta,29,1991,26.4,624,814,76.7,8931,1142,381,456,83.6,192,239,80.3,26,49,53.1,9,6.5,+2.5,44,21,25,6,34
Simone Zaza,FW,Torino,29,1991,16.6,245,333,73.6,4004,459,118,150,78.7,90,118,76.3,24,35,68.6,0,1.4,-1.4,13,9,5,0,16
Musa Barrow,"FW,MF",Bologna,21,1998,32.5,838,1176,71.3,15746,3978,405,486,83.3,290,380,76.3,124,251,49.4,8,5.1,+2.9,58,77,32,12,89
Domenico Berardi,"FW,MF",Sassuolo,25,1994,27.5,988,1297,76.2,19045,5315,413,485,85.2,404,484,83.5,149,262,56.9,7,5.2,+1.8,57,63,97,21,164
Jeremie Boga,"FW,MF",Sassuolo,23,1997,19.8,686,775,88.5,9572,1518,459,505,90.9,181,198,91.4,30,36,83.3,2,1.2,+0.8,12,23,17,0,43
Juan Brunetta,"FW,MF",Parma,23,1997,5.3,152,189,80.4,3081,559,53,61,86.9,73,85,85.9,23,35,65.7,2,0.7,+1.3,7,14,2,0,11
JosÃ© CallejÃ³n,"FW,MF",Fiorentina,33,1987,7.4,211,284,74.3,3671,781,107,124,86.3,79,103,76.7,20,35,57.1,1,1.3,-0.3,5,15,10,4,19
Ebrima Colley,"FW,MF",Hellas Verona,20,2000,8.2,196,267,73.4,2928,563,118,142,83.1,63,86,73.3,9,16,56.3,0,0.7,-0.7,6,11,8,1,16
Patrick Cutrone,"FW,MF",Fiorentina,22,1998,2.2,44,56,78.6,537,60,30,32,93.8,10,15,66.7,1,4,25.0,0,0.0,0.0,0,0,0,0,1
GrÃ©goire Defrel,"FW,MF",Sassuolo,29,1991,14.9,373,426,87.6,5242,896,230,251,91.6,109,124,87.9,19,25,76.0,3,1.3,+1.7,20,25,13,1,28
Jacopo Dezi,"FW,MF",Parma,28,1992,0.9,32,43,74.4,480,69,15,17,88.2,12,15,80.0,2,7,28.6,0,0.2,-0.2,1,1,1,0,2
Giuseppe Di Serio,"FW,MF",Benevento,19,2001,3.2,53,76,69.7,733,222,34,40,85.0,14,23,60.9,3,6,50.0,0,0.0,0.0,1,1,4,0,11
Denis DrÄƒguÈ™,"FW,MF",Crotone,21,1999,2.0,53,71,74.6,762,208,29,38,76.3,16,20,80.0,4,7,57.1,0,0.0,0.0,0,4,4,0,6
Fernando Forestieri,"FW,MF",Udinese,30,1990,6.1,156,201,77.6,2272,520,91,105,86.7,49,62,79.0,8,14,57.1,1,1.4,-0.4,9,10,10,4,16
Papu GÃ³mez,"FW,MF",Atalanta,32,1988,7.4,356,432,82.4,7183,1977,119,135,88.1,171,194,88.1,57,87,65.5,2,1.4,+0.6,16,37,32,3,55
LukÃ¡Å¡ HaraslÃ­n,"FW,MF",Sassuolo,24,1996,3.7,100,142,70.4,1512,410,63,72,87.5,30,39,76.9,5,23,21.7,0,0.9,-0.9,9,3,8,0,12
Josip IliÄiÄ‡,"FW,MF",Atalanta,32,1988,17.0,751,1010,74.4,14184,4720,360,421,85.5,252,332,75.9,120,201,59.7,9,7.8,+1.2,62,69,78,17,140
Hamed Junior TraorÃ¨,"FW,MF",Sassuolo,20,2000,19.9,655,858,76.3,10634,2751,356,417,85.4,213,277,76.9,60,109,55.0,2,3.6,-1.6,33,53,21,0,66
Yann Karamoh,"FW,MF",Parma,22,1998,14.4,287,372,77.2,4575,996,161,186,86.6,87,115,75.7,26,41,63.4,1,2.0,-1.0,17,22,16,3,33
Justin Kluivert,"FW,MF",Roma,21,1999,0.2,6,11,54.5,243,58,0,1,0.0,2,3,66.7,4,5,80.0,0,0.0,0.0,0,0,1,1,0
Aleksandr Kokorin,"FW,MF",Fiorentina,29,1991,1.0,27,32,84.4,365,51,19,20,95.0,7,7,100.0,1,3,33.3,0,0.0,0.0,0,1,0,0,0
Sam Lammers,"FW,MF",Atalanta,23,1997,3.2,95,126,75.4,1254,231,68,83,81.9,23,30,76.7,2,4,50.0,0,0.3,-0.3,4,6,3,0,9
Fernando Llorente,"FW,MF",Napoli,35,1985,0.6,12,21,57.1,168,20,10,15,66.7,1,4,25.0,1,1,100.0,0,0.1,-0.1,2,0,0,0,0
Daniel Maldini,"FW,MF",Milan,18,2001,0.3,15,17,88.2,268,100,7,7,100.0,5,7,71.4,2,2,100.0,0,0.0,0.0,0,2,1,1,2
Ruslan Malinovskyi,"FW,MF",Atalanta,27,1993,20.8,857,1149,74.6,17113,5315,324,393,82.4,379,463,81.9,134,235,57.0,12,9.7,+2.3,75,87,56,6,154
Dennis Man,"FW,MF",Parma,21,1998,7.8,220,261,84.3,3595,999,119,135,88.1,78,94,83.0,19,23,82.6,1,0.3,+0.7,4,20,9,3,28
Dries Mertens,"FW,MF",Napoli,33,1987,16.2,367,498,73.7,6287,1777,186,217,85.7,134,171,78.4,38,76,50.0,8,3.7,+4.3,40,29,19,5,56
Valentin Mihaila,"FW,MF",Parma,20,2000,7.8,136,200,68.0,2245,449,80,98,81.6,37,59,62.7,16,30,53.3,0,0.7,-0.7,8,6,4,3,7
Vincenzo Millico,"FW,MF",Torino,19,2000,0.2,9,10,90.0,164,44,6,6,100.0,1,1,100.0,2,3,66.7,0,0.0,0.0,1,0,0,0,0
Aleksei Miranchuk,"FW,MF",Atalanta,24,1995,7.5,321,408,78.7,5229,1252,170,202,84.2,110,134,82.1,31,49,63.3,2,2.5,-0.5,14,30,21,1,44
Henrikh Mkhitaryan,"FW,MF",Roma,31,1989,30.5,937,1230,76.2,15710,4066,482,588,82.0,345,429,80.4,92,145,63.4,10,9.0,+1.0,50,71,48,5,121
Riccardo Orsolini,"FW,MF",Bologna,23,1997,19.5,482,725,66.5,8849,3179,232,292,79.5,166,236,70.3,73,150,48.7,3,2.4,+0.6,30,39,21,6,71
Adam Ounas,"FW,MF",Crotone,23,1996,13.3,389,494,78.7,7945,1846,150,177,84.7,164,191,85.9,71,109,65.1,4,3.6,+0.4,22,35,28,4,61
Goran Pandev,"FW,MF",Genoa,37,1983,15.6,348,448,77.7,5306,1224,206,240,85.8,105,135,77.8,24,41,58.5,3,1.5,+1.5,16,27,13,0,35
Javier Pastore,"FW,MF",Roma,31,1989,0.9,52,61,85.2,1223,478,13,19,68.4,24,26,92.3,15,16,93.8,0,0.4,-0.4,4,12,6,0,17
Pedro,"FW,MF",Roma,33,1987,17.7,515,658,78.3,9170,2343,242,293,82.6,203,245,82.9,59,94,62.8,2,2.7,-0.7,28,38,30,4,64
JoÃ£o Pedro,"FW,MF",Cagliari,28,1992,36.1,703,966,72.8,12259,2714,345,431,80.0,239,327,73.1,91,133,68.4,3,5.4,-2.4,35,52,26,3,79
Carles PÃ©rez,"FW,MF",Roma,22,1998,8.6,235,303,77.6,3907,598,115,139,82.7,98,118,83.1,16,31,51.6,1,1.3,-0.3,14,12,5,0,14
Jens Petter Hauge,"FW,MF",Milan,20,1999,5.9,162,199,81.4,2474,629,95,106,89.6,57,68,83.8,8,13,61.5,0,1.8,-1.8,11,7,8,0,23
Marko Pjaca,"FW,MF",Genoa,25,1995,15.8,426,508,83.9,6293,1054,253,289,87.5,128,150,85.3,25,34,73.5,2,2.1,-0.1,17,23,14,2,32
Manolo Portanova,"FW,MF",Juventus,20,2000,0.8,21,23,91.3,286,45,12,12,100.0,8,10,80.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0
Giacomo Raspadori,"FW,MF",Sassuolo,20,2000,13.7,276,351,78.6,4454,974,152,168,90.5,79,101,78.2,30,54,55.6,0,2.6,-2.6,28,9,14,0,25
Emmanuel RiviÃ¨re,"FW,MF",Crotone,30,1990,7.1,113,148,76.4,1519,241,72,86,83.7,32,45,71.1,3,4,75.0,1,0.6,+0.4,5,5,1,0,6
Eddy Salcedo,"FW,MF",Hellas Verona,18,2001,8.4,190,273,69.6,2670,919,113,149,75.8,54,75,72.0,10,19,52.6,0,0.5,-0.5,6,14,9,2,26
Nicola Sansone,"FW,MF",Bologna,28,1991,13.0,409,531,77.0,6838,2117,214,248,86.3,144,175,82.3,41,74,55.4,2,2.3,-0.3,28,28,14,3,44
Riccardo Saponara,"FW,MF",Spezia,28,1991,4.3,107,137,78.1,1900,603,48,56,85.7,48,60,80.0,8,11,72.7,0,0.6,-0.6,3,6,8,0,19
Stephan El Shaarawy,"FW,MF",Roma,27,1992,6.4,186,240,77.5,3320,614,80,101,79.2,84,96,87.5,18,24,75.0,1,1.5,-0.5,16,10,6,2,9
MattÃ©o Tramoni,"FW,MF",Cagliari,20,2000,0.8,10,13,76.9,145,53,6,7,85.7,2,2,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,1
Emanuel Vignato,"FW,MF",Bologna,19,2000,13.4,531,708,75.0,9329,3247,257,308,83.4,201,256,78.5,63,111,56.8,4,3.3,+0.7,28,50,22,5,70
Joshua Zirkzee,"FW,MF",Parma,19,2001,1.3,22,34,64.7,258,93,15,17,88.2,6,11,54.5,0,2,0.0,0,0.2,-0.2,1,3,3,0,5
Gennaro Acampora,"MF,FW",Spezia,26,1994,4.9,189,225,84.0,3834,625,75,84,89.3,79,93,84.9,33,43,76.7,0,0.0,0.0,1,14,3,1,16
AntonÃ­n BarÃ¡k,"MF,FW",Hellas Verona,25,1994,30.7,1027,1314,78.2,17706,4289,505,607,83.2,400,486,82.3,104,156,66.7,3,2.8,+0.2,24,114,29,4,136
Daniel Bessa,"MF,FW",Hellas Verona,27,1993,6.8,257,302,85.1,4298,1177,140,153,91.5,80,91,87.9,29,44,65.9,2,1.5,+0.5,13,23,11,4,24
Hakan Ã‡alhanoÄŸlu,"MF,FW",Milan,26,1994,29.0,1273,1645,77.4,24000,7303,598,681,87.8,430,523,82.2,205,361,56.8,9,8.8,+0.2,100,117,60,11,168
Gianluca Caprari,"MF,FW",Benevento,27,1993,20.7,501,696,72.0,8670,2337,239,274,87.2,172,230,74.8,65,136,47.8,6,3.2,+2.8,32,37,23,6,54
Douglas Costa,"MF,FW",Juventus,29,1990,0.5,20,27,74.1,304,85,12,14,85.7,7,9,77.8,1,3,33.3,0,0.0,0.0,1,1,0,0,1
Mikkel Damsgaard,"MF,FW",Sampdoria,20,2000,19.7,528,746,70.8,8486,2804,276,330,83.6,173,246,70.3,48,107,44.9,4,2.8,+1.2,27,46,21,5,69
Brahim DÃ­az,"MF,FW",Milan,20,1999,13.6,421,485,86.8,6214,1289,248,272,91.2,128,145,88.3,27,40,67.5,3,1.6,+1.4,19,30,10,3,28
Elif Elmas,"MF,FW",Napoli,20,1999,8.2,325,359,90.5,5181,666,183,194,94.3,120,132,90.9,21,26,80.8,1,0.7,+0.3,10,12,4,1,11
Valentin Eysseric,"MF,FW",Fiorentina,28,1992,8.1,264,356,74.2,4984,1417,130,152,85.5,82,104,78.8,43,79,54.4,0,0.5,-0.5,8,31,9,4,29
Iago Falque,"MF,FW",Benevento,30,1990,4.0,156,208,75.0,2775,718,74,80,92.5,62,74,83.8,17,44,38.6,1,1.3,-0.3,12,12,14,1,23
Amer Gojak,"MF,FW",Torino,23,1997,5.3,186,251,74.1,3383,673,96,106,90.6,57,84,67.9,26,47,55.3,1,0.3,+0.7,7,12,4,4,10
Roberto Insigne,"MF,FW",Benevento,26,1994,17.8,495,625,79.2,8719,2240,232,267,86.9,173,211,82.0,68,106,64.2,4,3.6,+0.4,39,29,31,7,56
Yayah Kallon,"MF,FW",Genoa,19,2001,0.5,7,9,77.8,100,37,4,5,80.0,3,4,75.0,0,0,,0,0.0,0.0,1,0,0,0,0
Rade KruniÄ‡,"MF,FW",Milan,26,1993,8.0,237,273,86.8,3370,930,131,140,93.6,78,94,83.0,10,16,62.5,2,1.1,+0.9,7,17,2,1,16
Juraj Kucka,"MF,FW",Parma,33,1987,25.9,673,919,73.2,11096,2702,365,439,83.1,222,302,73.5,66,120,55.0,2,1.8,+0.2,17,50,11,3,66
Dejan Kulusevski,"MF,FW",Juventus,20,2000,21.4,612,785,78.0,9660,2558,320,380,84.2,218,270,80.7,49,76,64.5,3,6.4,-3.4,52,34,37,11,73
KÃ©vin Malcuit,"MF,FW",Napoli,29,1991,0.4,21,24,87.5,381,84,9,10,90.0,10,11,90.9,2,3,66.7,0,0.0,0.0,0,2,2,0,3
Junior Messias,"MF,FW",Crotone,29,1991,35.7,913,1239,73.7,15959,4240,439,527,83.3,343,435,78.9,103,216,47.7,4,2.9,+1.1,35,63,41,5,107
Brain Oddei,"MF,FW",Sassuolo,17,2002,0.5,20,29,69.0,360,95,12,16,75.0,3,3,100.0,4,6,66.7,2,0.6,+1.4,2,0,3,3,0
Adam Ounas,"MF,FW",Cagliari,23,1996,3.4,83,121,68.6,1611,530,34,40,85.0,30,44,68.2,13,23,56.5,0,0.9,-0.9,6,8,8,2,15
Mario PaÅ¡aliÄ‡,"MF,FW",Atalanta,25,1995,12.5,573,667,85.9,10689,2262,241,278,86.7,252,279,90.3,74,91,81.3,2,2.8,-0.8,18,48,26,1,62
Lorenzo Pellegrini,"MF,FW",Roma,24,1996,28.9,1158,1516,76.4,22569,6128,480,559,85.9,470,562,83.6,182,328,55.5,6,7.7,-1.7,63,115,41,6,126
Andreas Pereira,"MF,FW",Lazio,24,1996,6.0,195,287,67.9,4034,1267,76,97,78.4,80,108,74.1,38,69,55.1,2,2.0,0.0,13,33,9,1,28
GastÃ³n Pereiro,"MF,FW",Cagliari,25,1995,3.0,104,138,75.4,1940,525,48,56,85.7,39,51,76.5,15,26,57.7,2,0.7,+1.3,6,7,7,1,18
Roberto Pereyra,"MF,FW",Udinese,29,1991,32.5,1074,1270,84.6,17419,4084,549,610,90.0,393,441,89.1,94,131,71.8,7,3.2,+3.8,44,87,42,3,108
GastÃ³n RamÃ­rez,"MF,FW",Sampdoria,29,1990,10.8,359,497,72.2,6358,1941,182,219,83.1,112,146,76.7,51,103,49.5,4,1.9,+2.1,19,35,13,1,47
Luis Rojas,"MF,FW",Crotone,18,2002,1.2,39,50,78.0,645,87,18,21,85.7,16,19,84.2,3,7,42.9,0,0.0,0.0,0,2,0,0,1
Marco Sau,"MF,FW",Benevento,32,1987,8.7,185,264,70.1,3145,748,96,116,82.8,62,83,74.7,21,49,42.9,2,1.3,+0.7,20,7,8,1,14
Riccardo Sottil,"MF,FW",Cagliari,21,1999,13.2,292,390,74.9,5572,1216,132,158,83.5,113,153,73.9,42,59,71.2,1,1.8,-0.8,17,19,25,4,38
Borja Valero,"MF,FW",Fiorentina,35,1985,5.5,276,308,89.6,4707,1090,135,144,93.8,97,108,89.8,34,40,85.0,0,0.1,-0.1,3,22,1,0,19
Simone Verdi,"MF,FW",Torino,28,1992,18.0,479,725,66.1,10103,3280,198,236,83.9,153,221,69.2,116,236,49.2,5,5.4,-0.4,52,45,23,10,56
