"Player","Nation","Pos","Squad","Age","Born","90s","GA","PKA","FK","CK","OG","PSxG","PSxG/SoT","PSxG+/-","/90","Cmp","Att","Cmp%","Att","Thr","Launch%","AvgLen","Att","Launch%","AvgLen","Opp","Stp","Stp%","#OPA","#OPA/90","AvgDist","Matches"
"AndrÃ©s FernÃ¡ndez","es ESP","GK","Villarreal",32,1986,"4.0",8,3,0,2,1,"6.8","0.26","-0.2","-0.04",23,55,"41.8",108,15,"31.5","30.9",44,"47.7","40.6",46,2,"4.3",1,"0.25","11.9","Matches"
"Sergio Herrera","es ESP","GK","Osasuna",26,1993,"18.4",27,1,2,4,0,"27.6","0.34","+0.6","+0.03",175,482,"36.3",464,72,"74.6","52.9",148,"91.9","64.4",156,16,"10.3",21,"1.14","15.9","Matches"
"Iago HerrerÃ­n","es ESP","GK","Athletic Club",31,1988,"4.7",9,0,1,1,0,"6.3","0.36","-2.7","-0.57",44,110,"40.0",139,28,"61.9","46.4",30,"80.0","58.3",41,6,"14.6",0,"0.00","10.5","Matches"
"Diego LÃ³pez","es ESP","GK","Espanyol",37,1981,"35.9",58,6,0,6,2,"50.4","0.30","-5.6","-0.16",225,691,"32.6",839,118,"57.1","45.2",303,"70.0","52.0",302,26,"8.6",31,"0.86","14.6","Matches"
"Daniel MartÃ­n","es ESP","GK","Betis",21,1998,"5.9",12,0,0,1,0,"7.8","0.30","-4.2","-0.72",37,76,"48.7",158,35,"36.1","33.9",36,"52.8","45.4",58,3,"5.2",2,"0.34","13.0","Matches"
"Jordi Masip","es ESP","GK","Valladolid",30,1989,"35.0",39,6,2,3,0,"45.2","0.33","+6.2","+0.18",246,750,"32.8",717,118,"66.2","48.3",337,"81.6","59.0",369,17,"4.6",11,"0.31","11.8","Matches"
"Neto","br BRA","GK","Barcelona",30,1989,"2.0",2,0,0,0,0,"1.5","0.50","-0.5","-0.25",4,10,"40.0",47,5,"17.0","24.6",15,"13.3","22.8",13,0,"0.0",1,"0.50","11.8","Matches"
"Jan Oblak","si SVN","GK","AtlÃ©tico Madrid",26,1993,"37.7",27,3,1,4,3,"25.2","0.22","+1.2","+0.03",262,656,"39.9",646,111,"64.4","46.9",314,"76.4","56.5",347,19,"5.5",17,"0.45","14.0","Matches"
"Oier OlazÃ¡bal","es ESP","GK","Espanyol",29,1989,"2.0",0,0,0,0,0,"0.4","0.10","+0.4","+0.20",9,20,"45.0",50,15,"26.0","31.9",12,"58.3","44.2",13,1,"7.7",0,"0.00","13.2","Matches"
"Fernando Pacheco","es ESP","GK","AlavÃ©s",27,1992,"26.2",37,8,3,2,0,"33.7","0.30","-3.3","-0.13",290,616,"47.1",562,92,"68.7","47.9",252,"91.3","61.0",254,17,"6.7",12,"0.46","13.4","Matches"
"Miquel Parera","es ESP","GK","Mallorca",23,1996,"1.0",2,0,0,0,0,"1.6","0.31","-0.4","-0.45",3,14,"21.4",22,3,"50.0","43.0",4,"75.0","62.8",6,1,"16.7",0,"0.00","6.0","Matches"
"Juan PÃ©rez","es ESP","GK","Osasuna",23,1996,"2.0",3,1,0,0,0,"2.6","0.23","-0.4","-0.21",20,48,"41.7",53,9,"73.6","51.6",13,"69.2","55.4",18,0,"0.0",1,"0.50","12.2","Matches"
"Samu PÃ©rez","es ESP","GK","Valladolid",22,1997,"0.3",1,1,0,0,0,"0.9",,"-0.1","-0.22",2,7,"28.6",2,0,"100.0","56.5",5,"100.0","69.2",1,0,"0.0",0,"0.00",,"Matches"
"Manolo Reina","es ESP","GK","Mallorca",34,1985,"36.0",60,13,2,7,1,"58.1","0.28","-0.9","-0.02",255,689,"37.0",886,180,"56.4","43.4",308,"61.4","50.4",362,36,"9.9",24,"0.67","13.8","Matches"
"Ãlex Remiro","es ESP","GK","Real Sociedad",24,1995,"25.0",32,7,2,3,0,"28.4","0.25","-3.6","-0.14",171,388,"44.1",767,80,"37.4","36.3",143,"70.6","54.2",189,11,"5.8",22,"0.88","17.4","Matches"
"Roberto","es ESP","GK","AlavÃ©s",33,1986,"8.8",19,3,0,1,0,"20.9","0.36","+1.9","+0.21",87,201,"43.3",169,9,"81.1","58.2",69,"92.8","67.9",75,4,"5.3",6,"0.68","16.9","Matches"
"Joel Robles","es ESP","GK","Betis",29,1990,"32.1",48,11,1,3,1,"44.8","0.31","-2.2","-0.07",171,464,"36.9",907,134,"39.4","36.6",245,"43.7","39.6",296,21,"7.1",27,"0.84","15.5","Matches"
"RubÃ©n","es ESP","GK","Osasuna",35,1984,"17.6",24,3,1,1,0,"19.3","0.34","-4.7","-0.27",150,404,"37.1",382,60,"73.6","52.7",143,"86.0","61.9",167,12,"7.2",7,"0.40","13.8","Matches"
"Rui Silva","pt POR","GK","Granada",25,1994,"35.0",42,4,1,5,0,"42.3","0.28","+0.3","+0.01",348,898,"38.8",978,115,"66.6","49.2",301,"82.1","60.4",332,38,"11.4",41,"1.17","15.9","Matches"
"Unai SimÃ³n","es ESP","GK","Athletic Club",22,1997,"33.2",29,5,1,3,2,"36.8","0.32","+9.8","+0.29",319,761,"41.9",839,140,"61.7","47.2",268,"90.7","66.4",343,23,"6.7",18,"0.54","14.3","Matches"
"Antonio Sivera","es ESP","GK","AlavÃ©s",22,1996,"3.0",3,1,0,0,0,"2.4","0.36","-0.6","-0.19",24,64,"37.5",56,9,"71.4","52.4",27,"88.9","63.4",27,1,"3.7",0,"0.00","12.8","Matches"
"David Soria","es ESP","GK","Getafe",26,1993,"38.0",37,5,0,2,1,"38.1","0.33","+2.1","+0.05",369,987,"37.4",871,41,"86.3","58.8",259,"90.7","61.4",262,30,"11.5",49,"1.29","17.0","Matches"
"Juan Soriano","es ESP","GK","LeganÃ©s",21,1997,"11.0",18,5,1,0,1,"15.6","0.33","-1.4","-0.12",49,175,"28.0",222,59,"52.3","45.8",75,"78.7","63.1",70,7,"10.0",7,"0.64","18.3","Matches"
"Marc-AndrÃ© ter Stegen","de GER","GK","Barcelona",27,1992,"36.0",36,6,2,1,0,"34.8","0.27","-1.2","-0.03",205,338,"60.7",1200,177,"22.8","28.8",219,"29.7","31.0",266,13,"4.9",27,"0.75","15.1","Matches"
"TomÃ¡Å¡ VaclÃ­k","cz CZE","GK","Sevilla",30,1989,"32.5",31,2,3,3,1,"25.5","0.25","-4.5","-0.14",178,417,"42.7",686,155,"40.1","37.3",235,"60.4","48.1",260,20,"7.7",16,"0.49","14.0","Matches"
"Koke Vegas","es ESP","GK","Levante",23,1995,"2.0",2,0,0,1,0,"1.7","0.17","-0.3","-0.13",7,26,"26.9",43,16,"46.5","40.6",20,"30.0","30.6",30,2,"6.7",2,"1.00","15.6","Matches"
"IvÃ¡n Villar","es ESP","GK","Celta Vigo",22,1997,"3.1",5,0,0,0,0,"4.7","0.42","-0.3","-0.11",15,43,"34.9",61,6,"39.3","35.5",28,"67.9","55.3",34,3,"8.8",3,"0.96","16.0","Matches"
"Yoel","es ESP","GK","Eibar",30,1988,"3.0",5,0,0,0,0,"3.8","0.21","-1.2","-0.39",38,80,"47.5",69,6,"82.6","59.1",24,"95.8","72.4",29,1,"3.4",3,"1.00","13.3","Matches"
