"Player","Nation","Pos","Squad","Age","Born","90s","GA","PKA","FK","CK","OG","PSxG","PSxG/SoT","PSxG+/-","/90","Cmp","Att","Cmp%","Att","Thr","Launch%","AvgLen","Att","Launch%","AvgLen","Opp","Stp","Stp%","#OPA","#OPA/90","AvgDist","Matches"
"Jan Oblak","si SVN","GK","AtlÃ©tico Madrid",24,1993,"37.0",22,1,1,2,1,"32.5","0.24","+11.5","+0.31",151,447,"33.8",497,70,"60.0","45.1",181,"82.3","58.2",378,30,"7.9",10,"0.27","14.1","Matches"
"Oier OlazÃ¡bal","es ESP","GK","Levante",27,1989,"26.0",39,5,0,4,3,"40.9","0.32","+4.9","+0.19",151,398,"37.9",396,49,"67.2","49.0",144,"91.7","61.5",278,27,"9.7",12,"0.46","13.3","Matches"
"Fernando Pacheco","es ESP","GK","AlavÃ©s",25,1992,"37.3",50,7,2,7,2,"53.4","0.28","+5.4","+0.15",248,586,"42.3",532,69,"70.1","47.4",228,"93.4","62.2",413,21,"5.1",9,"0.24","12.9","Matches"
"Costel Pantilimon","ro ROU","GK","La CoruÃ±a",30,1987,"6.0",9,1,0,0,1,"7.1","0.28","-0.9","-0.16",37,85,"43.5",96,15,"60.4","43.2",31,"87.1","61.6",48,2,"4.2",2,"0.33","16.0","Matches"
"AndrÃ©s Prieto","es ESP","GK","MÃ¡laga",23,1993,"4.0",10,2,0,0,0,"9.2","0.43","-0.8","-0.21",24,65,"36.9",57,1,"75.4","53.9",22,"100.0","70.3",32,4,"12.5",0,"0.00","11.5","Matches"
"ToÃ±o RamÃ­rez","es ESP","GK","Real Sociedad",30,1986,"3.5",6,0,0,1,0,"3.5","0.32","-2.5","-0.71",17,50,"34.0",103,10,"35.9","32.2",15,"86.7","58.4",29,1,"3.4",0,"0.00","11.7","Matches"
"Sergio Rico","es ESP","GK","Sevilla",23,1993,"24.0",39,3,1,5,0,"32.6","0.32","-6.4","-0.27",93,254,"36.6",411,93,"42.6","36.2",101,"78.2","56.0",231,26,"11.3",6,"0.25","12.5","Matches"
"Asier Riesgo","es ESP","GK","Eibar",33,1983,"1.0",1,0,0,1,0,"1.6","0.40","+0.6","+0.62",10,28,"35.7",19,1,"100.0","60.3",9,"100.0","67.3",16,3,"18.8",0,"0.00","7.0","Matches"
"Roberto","es ESP","GK","MÃ¡laga",31,1986,"34.0",51,4,1,3,0,"49.0","0.32","-2.0","-0.06",238,604,"39.4",576,62,"69.1","50.5",221,"93.2","66.4",344,37,"10.8",15,"0.44","12.5","Matches"
"RubÃ©n","es ESP","GK","La CoruÃ±a",33,1984,"27.6",58,2,3,9,2,"49.0","0.34","-7.0","-0.26",112,323,"34.7",377,72,"55.4","43.1",137,"83.2","62.1",308,30,"9.7",8,"0.29","13.3","Matches"
"GerÃ³nimo Rulli","ar ARG","GK","Real Sociedad",25,1992,"26.0",45,4,2,6,1,"35.7","0.32","-8.3","-0.32",157,348,"45.1",848,69,"36.0","34.8",68,"63.2","47.3",212,24,"11.3",22,"0.85","15.7","Matches"
"Antonio Sivera","es ESP","GK","AlavÃ©s",20,1996,"0.7",1,0,0,0,0,"0.3","0.17","+0.3","+0.47",5,10,"50.0",8,2,"75.0","50.1",4,"100.0","67.8",5,1,"20.0",0,"0.00","11.5","Matches"
"David Soria","es ESP","GK","Sevilla",24,1993,"14.0",19,2,0,1,1,"17.5","0.29","-0.5","-0.04",51,126,"40.5",228,44,"36.8","33.6",56,"75.0","52.6",134,14,"10.4",6,"0.43","14.4","Matches"
"Marc-AndrÃ© ter Stegen","de GER","GK","Barcelona",25,1992,"37.0",28,2,0,1,0,"35.7","0.27","+7.7","+0.21",147,308,"47.7",917,126,"27.0","30.1",98,"61.2","47.8",290,27,"9.3",22,"0.59","15.9","Matches"
"PrzemysÅ‚aw TytoÅ„","pl POL","GK","La CoruÃ±a",30,1987,"1.1",4,0,0,2,0,"1.7","0.35","-2.3","-2.11",3,12,"25.0",15,1,"53.3","41.4",7,"57.1","44.0",11,1,"9.1",1,"0.93","14.0","Matches"
"Francis Uzoho","ng NGA","GK","La CoruÃ±a",18,1998,"2.0",2,1,0,1,0,"2.9","0.24","+0.9","+0.43",10,30,"33.3",26,6,"61.5","46.9",14,"100.0","61.1",19,2,"10.5",0,"0.00","13.0","Matches"
"Koke Vegas","es ESP","GK","Levante",21,1995,"1.0",4,0,0,1,0,"3.6","0.45","-0.4","-0.41",5,17,"29.4",18,2,"66.7","42.3",5,"100.0","55.6",13,0,"0.0",1,"1.00","9.8","Matches"
"Axel Werner","ar ARG","GK","AtlÃ©tico Madrid",21,1996,"1.0",0,0,0,0,0,"0.5","0.16","+0.5","+0.47",2,10,"20.0",9,1,"66.7","49.9",4,"100.0","60.3",12,0,"0.0",0,"0.00","9.7","Matches"
"Yoel","es ESP","GK","Eibar",28,1988,"1.0",1,0,0,0,0,"0.8","0.16","+0.8","+0.80",9,25,"36.0",22,1,"95.5","58.4",4,"100.0","65.3",13,1,"7.7",3,"3.00","16.3","Matches"
"Luca Zidane","fr FRA","GK","Real Madrid",19,1998,"1.0",2,0,0,0,0,"1.0","0.25","-1.0","-0.99",0,1,"0.0",18,3,"5.6","25.2",2,"0.0","23.0",5,1,"20.0",0,"0.00","11.2","Matches"
